symbol,timestamp,mid_price,ofi_level_0,ofi_level_1,ofi_level_2,ofi_level_3,ofi_level_4,integrated_ofi
AAPL,2024-12-10 12:00:00+00:00,124.4,-2000.0,0.0,0.0,0.0,0.0,-1933.0146568179505
AAPL,2024-12-10 12:01:00+00:00,124.2,-2000.0,0.0,0.0,0.0,0.0,-1933.0146568179516
AAPL,2024-12-10 12:02:00+00:00,124.3,2000.0,0.0,0.0,0.0,0.0,1947.3546611483187
AAPL,2024-12-10 12:03:00+00:00,124.2,-2000.0,0.0,0.0,0.0,0.0,-1933.0146568179516
AAPL,2024-12-10 12:05:00+00:00,124.2,0.0,0.0,0.0,0.0,0.0,7.170002165183617
AAPL,2024-12-10 12:06:00+00:00,124.2,0.0,0.0,0.0,0.0,0.0,7.170002165183617
AAPL,2024-12-10 12:07:00+00:00,124.3,2000.0,0.0,0.0,0.0,0.0,1947.3546611483187
AAPL,2024-12-10 12:08:00+00:00,123.8,-2000.0,-2000.0,2000.0,2000.0,0.0,-1765.512595608514
AAPL,2024-12-10 12:09:00+00:00,123.8,0.0,0.0,0.0,-2000.0,0.0,-114.84690236917723
AAPL,2024-12-10 12:13:00+00:00,123.8,0.0,0.0,0.0,0.0,0.0,7.170002165183617
AAPL,2024-12-10 12:19:00+00:00,123.8,0.0,0.0,2000.0,0.0,0.0,350.97044077621507
AAPL,2024-12-10 12:20:00+00:00,123.8,0.0,0.0,-2000.0,0.0,0.0,-336.63043644584775
AAPL,2024-12-10 12:21:00+00:00,123.8,0.0,0.0,2000.0,0.0,0.0,350.97044077621507
AAPL,2024-12-10 12:22:00+00:00,123.8,0.0,0.0,0.0,0.0,0.0,7.170002165183617
AAPL,2024-12-10 12:24:00+00:00,123.8,0.0,0.0,0.0,0.0,0.0,7.170002165183617
AAPL,2024-12-10 12:25:00+00:00,123.8,0.0,0.0,0.0,0.0,0.0,7.170002165183617
AAPL,2024-12-10 12:26:00+00:00,123.8,0.0,0.0,0.0,0.0,0.0,7.170002165183617
AAPL,2024-12-10 12:27:00+00:00,124.0,2000.0,0.0,0.0,0.0,0.0,1947.3546611483187
AAPL,2024-12-10 12:29:00+00:00,124.8,2000.0,0.0,0.0,0.0,0.0,1947.3546611483187
AAPL,2024-12-10 12:30:00+00:00,124.9,2000.0,0.0,0.0,0.0,0.0,1947.3546611483187
AAPL,2024-12-10 12:31:00+00:00,124.7,-2000.0,0.0,0.0,0.0,0.0,-1933.0146568179516
AAPL,2024-12-10 12:32:00+00:00,124.6,-2000.0,0.0,0.0,0.0,0.0,-1933.0146568179516
AAPL,2024-12-10 12:33:00+00:00,124.8,2000.0,0.0,0.0,0.0,0.0,1947.3546611483187
AAPL,2024-12-10 12:34:00+00:00,124.4,-2000.0,0.0,0.0,0.0,0.0,-1933.0146568179516
AAPL,2024-12-10 12:35:00+00:00,124.4,0.0,0.0,0.0,0.0,0.0,7.170002165183617
AAPL,2024-12-10 12:36:00+00:00,124.4,0.0,0.0,0.0,0.0,0.0,7.170002165183617
AAPL,2024-12-10 12:37:00+00:00,124.4,0.0,0.0,0.0,0.0,0.0,7.170002165183617
AAPL,2024-12-10 12:38:00+00:00,124.3,-2000.0,0.0,0.0,0.0,0.0,-1933.0146568179516
AAPL,2024-12-10 12:39:00+00:00,124.3,0.0,0.0,0.0,0.0,0.0,7.170002165183617
AAPL,2024-12-10 12:40:00+00:00,124.5,2000.0,0.0,0.0,0.0,0.0,1947.3546611483187
AAPL,2024-12-10 12:41:00+00:00,124.3,-2000.0,0.0,0.0,0.0,0.0,-1933.0146568179516
AAPL,2024-12-10 12:42:00+00:00,124.3,0.0,0.0,0.0,0.0,0.0,7.170002165183617
AAPL,2024-12-10 12:43:00+00:00,123.9,-2000.0,-2000.0,2000.0,0.0,0.0,-1887.5295001428751
AAPL,2024-12-10 12:50:00+00:00,123.9,0.0,0.0,0.0,0.0,0.0,7.170002165183617
AAPL,2024-12-10 12:51:00+00:00,124.2,2000.0,0.0,0.0,0.0,0.0,1947.3546611483187
AAPL,2024-12-10 12:53:00+00:00,124.7,2000.0,0.0,0.0,0.0,0.0,1947.3546611483187
AAPL,2024-12-10 12:54:00+00:00,124.6,-2000.0,0.0,0.0,0.0,0.0,-1933.0146568179516
AAPL,2024-12-10 12:55:00+00:00,124.3,-2000.0,0.0,0.0,0.0,0.0,-1933.0146568179516
AAPL,2024-12-10 12:56:00+00:00,124.3,0.0,0.0,0.0,0.0,0.0,7.170002165183617
