symbol,timestamp,mid_price,ofi_level_0,ofi_level_1,ofi_level_2,ofi_level_3,ofi_level_4,integrated_ofi
AAPL,2024-12-04 12:00:00+00:00,242.6,-4000.0,-2000.0,0.0,0.0,0.0,4330.163714052514
AAPL,2024-12-04 12:01:00+00:00,242.8,2000.0,0.0,0.0,0.0,0.0,-1663.5571734226232
AAPL,2024-12-04 12:02:00+00:00,242.7,-2000.0,0.0,0.0,0.0,0.0,1635.74693468784
AAPL,2024-12-04 12:03:00+00:00,242.7,0.0,0.0,0.0,0.0,0.0,-13.90511936739173
AAPL,2024-12-04 12:04:00+00:00,242.8,2000.0,0.0,0.0,0.0,0.0,-1663.5571734226232
AAPL,2024-12-04 12:05:00+00:00,242.8,0.0,0.0,0.0,0.0,0.0,-13.90511936739173
AAPL,2024-12-04 12:06:00+00:00,242.8,0.0,0.0,0.0,0.0,0.0,-13.90511936739173
AAPL,2024-12-04 12:07:00+00:00,242.7,-2000.0,0.0,0.0,0.0,0.0,1635.74693468784
AAPL,2024-12-04 12:08:00+00:00,242.5,-2000.0,0.0,0.0,0.0,0.0,1635.74693468784
AAPL,2024-12-04 12:09:00+00:00,242.7,2000.0,0.0,0.0,0.0,0.0,-1663.5571734226232
AAPL,2024-12-04 12:10:00+00:00,242.5,-2000.0,-2000.0,0.0,0.0,0.0,2680.511659997285
AAPL,2024-12-04 12:11:00+00:00,242.7,2000.0,2000.0,0.0,0.0,0.0,-2708.321898732069
AAPL,2024-12-04 12:12:00+00:00,242.7,-2000.0,2000.0,0.0,0.0,0.0,590.9822093783941
AAPL,2024-12-04 12:13:00+00:00,121.9,0.0,0.0,0.0,0.0,0.0,-13.90511936739173
AAPL,2024-12-04 12:16:00+00:00,121.9,0.0,0.0,0.0,0.0,0.0,-13.90511936739173
AAPL,2024-12-04 12:18:00+00:00,121.9,0.0,2000.0,0.0,0.0,0.0,-1058.6698446768369
AAPL,2024-12-04 12:19:00+00:00,121.9,0.0,0.0,0.0,0.0,0.0,-13.90511936739173
AAPL,2024-12-04 12:20:00+00:00,242.2,2000.0,0.0,0.0,0.0,0.0,-1663.5571734226232
AAPL,2024-12-04 12:21:00+00:00,121.9,0.0,0.0,0.0,0.0,0.0,-13.90511936739173
AAPL,2024-12-04 12:22:00+00:00,121.9,0.0,-2000.0,0.0,0.0,0.0,1030.8596059420536
AAPL,2024-12-04 12:23:00+00:00,121.9,0.0,-2000.0,0.0,0.0,0.0,1030.8596059420536
AAPL,2024-12-04 12:24:00+00:00,121.9,0.0,2000.0,0.0,0.0,0.0,-1058.6698446768369
AAPL,2024-12-04 12:25:00+00:00,242.2,0.0,2000.0,0.0,0.0,0.0,-1058.6698446768369
AAPL,2024-12-04 12:26:00+00:00,242.2,0.0,-2000.0,0.0,0.0,0.0,1030.8596059420536
AAPL,2024-12-04 12:28:00+00:00,121.9,0.0,2000.0,0.0,0.0,0.0,-1058.6698446768369
AAPL,2024-12-04 12:29:00+00:00,242.2,0.0,0.0,0.0,0.0,0.0,-13.90511936739173
AAPL,2024-12-04 12:31:00+00:00,121.9,0.0,0.0,0.0,0.0,0.0,-13.90511936739173
AAPL,2024-12-04 12:32:00+00:00,121.9,0.0,0.0,0.0,0.0,0.0,-13.90511936739173
AAPL,2024-12-04 12:33:00+00:00,121.9,0.0,-2000.0,0.0,0.0,0.0,1030.8596059420536
AAPL,2024-12-04 12:34:00+00:00,242.3,0.0,2000.0,0.0,0.0,0.0,-1058.6698446768369
AAPL,2024-12-04 12:35:00+00:00,242.5,2000.0,-2000.0,0.0,0.0,0.0,-618.7924481131777
AAPL,2024-12-04 12:36:00+00:00,242.5,0.0,0.0,0.0,0.0,0.0,-13.90511936739173
AAPL,2024-12-04 12:37:00+00:00,242.5,-2000.0,-2000.0,0.0,0.0,0.0,2680.511659997285
AAPL,2024-12-04 12:38:00+00:00,242.7,2000.0,2000.0,0.0,0.0,0.0,-2708.321898732069
AAPL,2024-12-04 12:39:00+00:00,242.6,-2000.0,0.0,0.0,0.0,0.0,1635.74693468784
AAPL,2024-12-04 12:40:00+00:00,242.7,2000.0,0.0,0.0,0.0,0.0,-1663.5571734226232
AAPL,2024-12-04 12:41:00+00:00,242.5,-2000.0,0.0,0.0,0.0,0.0,1635.74693468784
AAPL,2024-12-04 12:42:00+00:00,242.4,-2000.0,0.0,0.0,0.0,0.0,1635.74693468784
AAPL,2024-12-04 12:43:00+00:00,242.6,2000.0,0.0,0.0,0.0,0.0,-1663.5571734226232
