symbol,timestamp,mid_price,ofi_level_0,ofi_level_1,ofi_level_2,ofi_level_3,ofi_level_4,integrated_ofi
AAPL,2024-12-05 12:00:00+00:00,122.2,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714875
AAPL,2024-12-05 12:01:00+00:00,122.3,2000.0,0.0,0.0,0.0,0.0,1757.3827950786824
AAPL,2024-12-05 12:02:00+00:00,122.2,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 12:03:00+00:00,122.2,0.0,0.0,0.0,0.0,0.0,-3.4472105964021225
AAPL,2024-12-05 12:04:00+00:00,122.2,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 12:05:00+00:00,122.3,2000.0,0.0,0.0,0.0,0.0,1757.3827950786824
AAPL,2024-12-05 12:09:00+00:00,122.3,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 12:11:00+00:00,122.6,2000.0,0.0,0.0,0.0,0.0,1757.3827950786824
AAPL,2024-12-05 12:12:00+00:00,122.4,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 12:13:00+00:00,122.5,2000.0,0.0,0.0,0.0,0.0,1757.3827950786824
AAPL,2024-12-05 12:14:00+00:00,122.4,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 12:15:00+00:00,122.3,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 12:16:00+00:00,122.3,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 12:17:00+00:00,122.6,2000.0,0.0,0.0,0.0,0.0,1757.3827950786824
AAPL,2024-12-05 12:18:00+00:00,122.4,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 12:19:00+00:00,122.5,2000.0,0.0,0.0,0.0,0.0,1757.3827950786824
AAPL,2024-12-05 12:20:00+00:00,122.6,2000.0,0.0,0.0,0.0,0.0,1757.3827950786824
AAPL,2024-12-05 12:21:00+00:00,122.6,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 12:22:00+00:00,122.6,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 12:24:00+00:00,122.6,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 12:26:00+00:00,122.5,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 12:28:00+00:00,122.5,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 12:29:00+00:00,122.4,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 12:32:00+00:00,122.5,2000.0,0.0,0.0,0.0,0.0,1757.3827950786824
AAPL,2024-12-05 12:33:00+00:00,122.4,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 12:35:00+00:00,122.3,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 12:36:00+00:00,122.5,2000.0,0.0,0.0,0.0,0.0,1757.3827950786824
AAPL,2024-12-05 12:37:00+00:00,122.6,2000.0,0.0,0.0,0.0,0.0,1757.3827950786824
AAPL,2024-12-05 12:38:00+00:00,122.4,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 12:40:00+00:00,122.4,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 12:41:00+00:00,122.5,2000.0,0.0,0.0,0.0,0.0,1757.3827950786824
AAPL,2024-12-05 12:42:00+00:00,122.6,2000.0,0.0,0.0,0.0,0.0,1757.3827950786824
AAPL,2024-12-05 12:44:00+00:00,122.3,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 12:46:00+00:00,122.3,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 12:48:00+00:00,122.3,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 12:49:00+00:00,122.3,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 12:50:00+00:00,243.7,2000.0,0.0,0.0,0.0,0.0,1757.3827950786824
AAPL,2024-12-05 12:51:00+00:00,243.7,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 12:53:00+00:00,243.9,2000.0,0.0,0.0,0.0,0.0,1757.3827950786824
AAPL,2024-12-05 12:56:00+00:00,243.8,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 12:57:00+00:00,243.7,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 12:58:00+00:00,243.7,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 13:00:00+00:00,243.9,2000.0,0.0,0.0,0.0,0.0,1757.3827950786824
AAPL,2024-12-05 13:01:00+00:00,243.9,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 13:02:00+00:00,122.4,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 13:04:00+00:00,242.8,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 13:05:00+00:00,243.0,2000.0,0.0,0.0,0.0,0.0,1757.3827950786824
AAPL,2024-12-05 13:06:00+00:00,242.9,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 13:07:00+00:00,242.8,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 13:08:00+00:00,242.8,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 13:09:00+00:00,242.7,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 13:10:00+00:00,243.1,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 13:11:00+00:00,243.1,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 13:12:00+00:00,243.0,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 13:13:00+00:00,243.1,2000.0,0.0,0.0,0.0,0.0,1757.3827950786824
AAPL,2024-12-05 13:14:00+00:00,242.8,-4000.0,0.0,0.0,0.0,0.0,-3525.1072219465723
AAPL,2024-12-05 13:15:00+00:00,242.9,2000.0,0.0,0.0,0.0,0.0,1757.3827950786824
AAPL,2024-12-05 13:16:00+00:00,242.9,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 13:17:00+00:00,242.9,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 13:18:00+00:00,242.9,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 13:19:00+00:00,243.0,0.0,0.0,0.0,0.0,0.0,-3.4472105964021247
AAPL,2024-12-05 13:20:00+00:00,242.8,-2000.0,0.0,0.0,0.0,0.0,-1764.2772162714873
AAPL,2024-12-05 13:21:00+00:00,243.0,2000.0,0.0,0.0,0.0,0.0,1757.3827950786824
