symbol,timestamp,mid_price,ofi_level_0,ofi_level_1,ofi_level_2,ofi_level_3,ofi_level_4,integrated_ofi
AAPL,2024-12-16 12:00:00+00:00,248.5,-4000.0,0.0,0.0,0.0,0.0,-3955.1579818887753
AAPL,2024-12-16 12:01:00+00:00,248.6,2000.0,0.0,0.0,0.0,0.0,1988.9027301923422
AAPL,2024-12-16 12:02:00+00:00,248.5,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 12:03:00+00:00,248.4,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 12:04:00+00:00,248.5,2000.0,0.0,0.0,0.0,0.0,1988.9027301923416
AAPL,2024-12-16 12:05:00+00:00,248.6,2000.0,0.0,0.0,0.0,0.0,1988.9027301923416
AAPL,2024-12-16 12:06:00+00:00,248.6,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 12:07:00+00:00,248.6,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 12:08:00+00:00,248.4,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 12:09:00+00:00,248.0,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 12:10:00+00:00,248.4,4000.0,0.0,0.0,0.0,0.0,3970.256300886048
AAPL,2024-12-16 12:11:00+00:00,248.0,-4000.0,0.0,0.0,0.0,0.0,-3955.157981888776
AAPL,2024-12-16 12:12:00+00:00,248.1,2000.0,0.0,0.0,0.0,0.0,1988.9027301923416
AAPL,2024-12-16 12:13:00+00:00,248.8,4000.0,0.0,0.0,0.0,0.0,3970.256300886048
AAPL,2024-12-16 12:14:00+00:00,248.0,-4000.0,0.0,0.0,0.0,0.0,-3955.157981888776
AAPL,2024-12-16 12:15:00+00:00,248.0,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 12:16:00+00:00,248.1,2000.0,0.0,0.0,0.0,0.0,1988.9027301923416
AAPL,2024-12-16 12:17:00+00:00,248.1,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 12:18:00+00:00,248.1,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 12:19:00+00:00,248.5,2000.0,0.0,0.0,0.0,0.0,1988.9027301923416
AAPL,2024-12-16 12:20:00+00:00,248.5,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 12:21:00+00:00,248.3,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 12:22:00+00:00,248.4,2000.0,0.0,0.0,0.0,0.0,1988.9027301923416
AAPL,2024-12-16 12:23:00+00:00,248.0,-4000.0,0.0,0.0,0.0,0.0,-3955.157981888776
AAPL,2024-12-16 12:24:00+00:00,248.0,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 12:25:00+00:00,248.1,2000.0,0.0,0.0,0.0,0.0,1988.9027301923416
AAPL,2024-12-16 12:27:00+00:00,248.6,4000.0,0.0,0.0,0.0,0.0,3970.256300886048
AAPL,2024-12-16 12:28:00+00:00,249.1,4000.0,0.0,0.0,0.0,0.0,3970.256300886048
AAPL,2024-12-16 12:29:00+00:00,248.7,-4000.0,0.0,0.0,0.0,0.0,-3955.157981888776
AAPL,2024-12-16 12:30:00+00:00,249.0,2000.0,0.0,0.0,0.0,0.0,1988.9027301923416
AAPL,2024-12-16 12:32:00+00:00,249.0,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 12:33:00+00:00,249.0,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 12:34:00+00:00,248.6,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 12:35:00+00:00,248.2,-4000.0,0.0,0.0,0.0,0.0,-3955.157981888776
AAPL,2024-12-16 12:37:00+00:00,247.9,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 12:38:00+00:00,247.8,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 12:39:00+00:00,124.6,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 12:41:00+00:00,248.2,4000.0,0.0,0.0,0.0,0.0,3970.256300886048
AAPL,2024-12-16 12:44:00+00:00,248.2,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 12:45:00+00:00,247.9,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 12:46:00+00:00,248.1,2000.0,0.0,0.0,0.0,0.0,1988.9027301923416
AAPL,2024-12-16 12:47:00+00:00,248.0,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 12:48:00+00:00,248.2,2000.0,0.0,0.0,0.0,0.0,1988.9027301923416
AAPL,2024-12-16 12:49:00+00:00,248.2,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 12:50:00+00:00,248.4,2000.0,0.0,0.0,0.0,0.0,1988.9027301923416
AAPL,2024-12-16 12:51:00+00:00,124.6,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 12:52:00+00:00,248.1,2000.0,0.0,0.0,0.0,0.0,1988.9027301923416
AAPL,2024-12-16 12:53:00+00:00,248.1,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 12:54:00+00:00,247.9,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 12:55:00+00:00,247.8,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 12:56:00+00:00,248.0,2000.0,0.0,0.0,0.0,0.0,1988.9027301923416
AAPL,2024-12-16 12:58:00+00:00,247.8,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 12:59:00+00:00,248.0,0.0,2000.0,0.0,0.0,0.0,213.72052550513337
AAPL,2024-12-16 13:00:00+00:00,248.0,2000.0,2000.0,0.0,0.0,0.0,2195.0740961988395
AAPL,2024-12-16 13:01:00+00:00,248.3,2000.0,-2000.0,0.0,0.0,0.0,1782.7313641858436
AAPL,2024-12-16 13:02:00+00:00,248.3,0.0,2000.0,0.0,0.0,0.0,213.72052550513337
AAPL,2024-12-16 13:03:00+00:00,248.2,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 13:04:00+00:00,247.7,-4000.0,0.0,0.0,0.0,0.0,-3955.157981888776
AAPL,2024-12-16 13:05:00+00:00,247.8,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 13:06:00+00:00,247.5,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 13:07:00+00:00,124.4,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 13:08:00+00:00,124.5,2000.0,0.0,0.0,0.0,0.0,1988.9027301923416
AAPL,2024-12-16 13:09:00+00:00,124.4,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 13:11:00+00:00,124.5,2000.0,0.0,0.0,0.0,0.0,1988.9027301923416
AAPL,2024-12-16 13:14:00+00:00,125.4,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 13:15:00+00:00,125.4,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 13:16:00+00:00,125.4,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 13:17:00+00:00,125.1,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 13:18:00+00:00,124.8,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 13:19:00+00:00,125.0,2000.0,0.0,0.0,0.0,0.0,1988.9027301923416
AAPL,2024-12-16 13:20:00+00:00,124.8,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 13:21:00+00:00,124.9,2000.0,0.0,0.0,0.0,0.0,1988.9027301923416
AAPL,2024-12-16 13:22:00+00:00,124.9,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 13:23:00+00:00,124.8,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 13:24:00+00:00,124.8,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 13:25:00+00:00,124.8,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 13:26:00+00:00,124.8,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 13:27:00+00:00,125.0,2000.0,0.0,0.0,0.0,0.0,1988.9027301923416
AAPL,2024-12-16 13:28:00+00:00,125.0,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 13:29:00+00:00,125.3,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 13:30:00+00:00,125.0,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 13:31:00+00:00,125.0,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 13:33:00+00:00,125.2,0.0,0.0,0.0,0.0,0.0,7.549159498635428
AAPL,2024-12-16 13:34:00+00:00,125.2,-2000.0,0.0,0.0,0.0,0.0,-1973.8044111950705
AAPL,2024-12-16 13:35:00+00:00,125.4,0.0,0.0,0.0,0.0,0.0,7.549159498635428
