symbol,timestamp,mid_price,ofi_level_0,ofi_level_1,ofi_level_2,ofi_level_3,ofi_level_4,integrated_ofi
AAPL,2024-12-03 12:00:00+00:00,239.7,-4000.0,0.0,0.0,0.0,0.0,3921.417220363272
AAPL,2024-12-03 12:01:00+00:00,239.8,2000.0,0.0,0.0,0.0,0.0,-1981.053103055314
AAPL,2024-12-03 12:03:00+00:00,239.6,-4000.0,0.0,0.0,0.0,0.0,3921.4172203632734
AAPL,2024-12-03 12:05:00+00:00,239.6,-2000.0,0.0,0.0,0.0,0.0,1953.9271125570776
AAPL,2024-12-03 12:06:00+00:00,121.0,2000.0,0.0,0.0,0.0,0.0,-1981.053103055314
AAPL,2024-12-03 12:07:00+00:00,239.9,2000.0,0.0,0.0,0.0,0.0,-1981.053103055314
AAPL,2024-12-03 12:08:00+00:00,239.7,-4000.0,0.0,0.0,0.0,0.0,3921.4172203632734
AAPL,2024-12-03 12:10:00+00:00,239.7,-2000.0,0.0,0.0,0.0,0.0,1953.9271125570776
AAPL,2024-12-03 12:11:00+00:00,239.6,0.0,0.0,0.0,0.0,0.0,-13.56299524911818
AAPL,2024-12-03 12:12:00+00:00,120.9,2000.0,0.0,0.0,0.0,0.0,-1981.053103055314
AAPL,2024-12-03 12:13:00+00:00,121.0,2000.0,0.0,0.0,0.0,0.0,-1981.053103055314
AAPL,2024-12-03 12:14:00+00:00,239.8,0.0,0.0,0.0,0.0,0.0,-13.56299524911818
AAPL,2024-12-03 12:15:00+00:00,239.6,-4000.0,0.0,0.0,0.0,0.0,3921.4172203632734
AAPL,2024-12-03 12:17:00+00:00,239.6,0.0,0.0,0.0,0.0,0.0,-13.56299524911818
AAPL,2024-12-03 12:19:00+00:00,120.8,0.0,0.0,0.0,0.0,0.0,-13.56299524911818
AAPL,2024-12-03 12:20:00+00:00,239.7,4000.0,0.0,0.0,0.0,0.0,-3948.5432108615105
AAPL,2024-12-03 12:21:00+00:00,239.8,0.0,0.0,0.0,0.0,0.0,-13.56299524911818
AAPL,2024-12-03 12:22:00+00:00,239.7,-2000.0,0.0,0.0,0.0,0.0,1953.9271125570776
AAPL,2024-12-03 12:23:00+00:00,239.8,0.0,0.0,0.0,0.0,0.0,-13.56299524911818
AAPL,2024-12-03 12:25:00+00:00,239.7,-2000.0,0.0,0.0,0.0,0.0,1953.9271125570776
AAPL,2024-12-03 12:26:00+00:00,239.7,-2000.0,0.0,0.0,0.0,0.0,1953.9271125570776
AAPL,2024-12-03 12:27:00+00:00,239.8,2000.0,0.0,0.0,0.0,0.0,-1981.053103055314
AAPL,2024-12-03 12:28:00+00:00,120.8,-2000.0,0.0,0.0,0.0,0.0,1953.9271125570776
AAPL,2024-12-03 12:29:00+00:00,239.7,2000.0,0.0,0.0,0.0,0.0,-1981.053103055314
AAPL,2024-12-03 12:30:00+00:00,239.7,0.0,0.0,0.0,0.0,0.0,-13.56299524911818
AAPL,2024-12-03 12:31:00+00:00,239.7,0.0,0.0,0.0,0.0,0.0,-13.56299524911818
AAPL,2024-12-03 12:34:00+00:00,239.8,2000.0,0.0,0.0,0.0,0.0,-1981.053103055314
AAPL,2024-12-03 12:35:00+00:00,239.8,0.0,0.0,0.0,0.0,0.0,-13.56299524911818
AAPL,2024-12-03 12:36:00+00:00,239.7,-2000.0,0.0,0.0,0.0,0.0,1953.9271125570776
AAPL,2024-12-03 12:37:00+00:00,120.8,0.0,0.0,0.0,0.0,0.0,-13.56299524911818
AAPL,2024-12-03 12:38:00+00:00,120.8,0.0,0.0,0.0,0.0,0.0,-13.56299524911818
