stock,horizon,r2,intercept,coef_AAPL,coef_AMGN,coef_GILD,coef_JPM,coef_MSFT,coef_NVDA,coef_PEP,coef_TSLA,coef_V,coef_XOM
AAPL,5,0.009085577974815684,0.00011553706488231556,2.296325351683288e-06,4.285049562488428e-07,4.307670237031276e-07,2.1155007687653897e-06,-1.4512991344044337e-06,4.660354105300006e-08,3.240156975016335e-06,-3.3199415357513425e-06,-2.133215095502408e-07,-7.057620023426902e-07
AMGN,5,0.07354384081635579,-0.00022406276008478195,-1.854508947515854e-06,-2.022186848712079e-06,2.400484549082333e-06,-2.930787582022841e-06,5.855022013886598e-08,-4.952990923210183e-08,1.1082449907628626e-06,-2.646819749606541e-08,-7.591087003471341e-07,-9.650497375945415e-07
GILD,5,0.06113149297084364,-3.504464119856359e-05,9.739296811179583e-07,7.225365359890124e-07,-1.6236267590856592e-06,-3.523327016219366e-07,-8.616689893360237e-09,1.642010878636417e-07,3.4633413987765534e-07,5.8080502009309576e-08,1.2065504563062853e-06,7.931219044537782e-07
JPM,5,0.051597548111208646,0.0004075066505960701,-2.2249384763275175e-05,-1.168193625448652e-06,-1.5340974745609117e-05,-4.407518204953308e-05,-2.5350583284192226e-06,1.5617516410368132e-06,6.210803552691685e-06,-2.3528571938072453e-06,-1.4910344737342781e-05,4.0006215503345e-06
MSFT,5,0.028210542581281195,0.004501922633326484,-2.0465998667338693e-05,-1.20144886877472e-06,-1.4188118423340174e-05,-1.3268884491140198e-05,-1.15305810601415e-06,-3.3740707104383305e-06,2.462570280094377e-07,-2.809752146857382e-07,9.568317171630626e-06,-7.83406421777122e-06
NVDA,5,0.01925302681230634,-0.0002436657355631089,-7.279735719416957e-06,2.842895297221912e-07,-2.1754064069245708e-07,-1.6606923487495427e-06,5.143007019664592e-07,-1.9881293180572293e-06,-4.962218486072069e-07,1.4868769658963985e-07,-7.334630802086769e-07,-2.935315254090109e-06
PEP,5,0.0665031676069584,1.2389778220703199e-05,-4.188041603767066e-07,-1.1867589285047189e-06,6.817281463684118e-07,1.1467812640794512e-06,1.8684276835968617e-07,2.5859213607209887e-07,-2.8348108191940962e-06,5.0884457286187046e-08,-4.048013394533821e-08,-4.893313087435274e-07
TSLA,5,0.002030065865881281,0.0005668225169747205,6.071319819701778e-07,-3.650948988728071e-07,3.4665866553063163e-06,-2.145336934806498e-06,-2.52407451246969e-07,5.373856496731673e-07,-6.791503107202407e-07,-4.882350307817435e-08,-1.4665106218126999e-06,-4.653364242615967e-07
V,5,0.056886484637567514,1.1000202778525355e-05,3.0155454133498295e-07,-2.5086488939442586e-06,2.5294521039416483e-06,-5.884224398066925e-06,-5.457343028640971e-07,-1.884465494664646e-07,-5.455019600420396e-06,-4.3320464171288123e-08,9.513011110008889e-06,4.999926960884998e-07
XOM,5,0.030656387685611297,-0.0019705778626932127,2.002895220174066e-06,-3.5242254281582304e-06,8.519043158537966e-06,-1.1601787195553953e-05,-2.1292765706781088e-07,-1.0545071724018142e-07,-6.305505946484479e-06,3.311679927798874e-07,1.3584641912040455e-05,-8.887061018001159e-07
